Ngày giao dịch,Mã sản phẩm,Danh mục sản phẩm,Số lượng bán,Giá bán,Doanh thu
2023-02-21,SP00025,Váy,9,216084,1944756
2023-09-19,SP00307,Quần,9,1843419,16590771
2023-05-24,SP00306,Giày,7,854337,5980359
2023-01-18,SP00105,Giày,9,1834853,16513677
2023-11-18,SP00301,Mũ,5,1878173,9390865
2023-12-27,SP00101,Váy,2,843719,1687438
2023-09-16,SP00301,Váy,7,149033,1043231
2023-04-12,SP00326,Túi xách,5,1676996,8384980
2023-03-03,SP00280,Quần,10,681305,6813050
2023-09-03,SP00336,Váy,3,1025112,3075336
2023-01-26,SP00423,Phụ kiện,1,810993,810993
2023-07-11,SP00410,Áo,6,527607,3165642
2023-11-27,SP00365,Đầm,2,1232034,2464068
2023-07-16,SP00084,Giày,5,621599,3107995
2023-08-13,SP00180,Đầm,5,1900353,9501765
2023-05-17,SP00486,Đầm,10,136842,1368420
2023-11-15,SP00046,Đầm,10,177511,1775110
2023-09-05,SP00446,Giày,9,908469,8176221
2023-06-21,SP00439,Đầm,8,1076819,8614552
2023-01-19,SP00170,Quần,2,1797633,3595266
2023-02-01,SP00449,Quần,1,572601,572601
2023-05-15,SP00474,Áo,5,1540383,7701915
2023-02-11,SP00072,Áo,2,894484,1788968
2023-04-09,SP00292,Váy,5,1491059,7455295
2023-07-19,SP00338,Giày,2,1045956,2091912
2023-03-16,SP00159,Túi xách,7,604785,4233495
2023-12-31,SP00452,Áo,2,918316,1836632
2023-06-25,SP00072,Giày,4,1169899,4679596
2023-04-06,SP00364,Quần,2,1151135,2302270
2023-07-27,SP00323,Mũ,2,178563,357126
2023-03-14,SP00233,Váy,6,106193,637158
2023-12-30,SP00292,Váy,6,406460,2438760
2023-03-25,SP00105,Áo,6,864078,5184468
2023-03-29,SP00339,Phụ kiện,6,992648,5955888
2023-04-11,SP00251,Quần,3,220016,660048
2023-08-29,SP00056,Túi xách,6,1373133,8238798
2023-04-14,SP00401,Giày,10,1514235,15142350
2023-03-13,SP00077,Váy,3,1659356,4978068
2023-12-26,SP00260,Áo,3,480375,1441125
2023-07-14,SP00161,Đầm,7,361545,2530815
2023-09-10,SP00163,Giày,3,1557570,4672710
2023-04-05,SP00002,Túi xách,1,1152089,1152089
2023-05-30,SP00445,Váy,2,1931164,3862328
2023-04-15,SP00400,Quần,6,250235,1501410
2023-01-30,SP00163,Túi xách,1,1994126,1994126
2023-04-22,SP00255,Túi xách,6,1185550,7113300
2024-01-01,SP00026,Giày,5,1629302,8146510
2023-08-28,SP00302,Giày,6,353361,2120166
2023-07-31,SP00168,Đầm,9,634180,5707620
2023-07-04,SP00106,Túi xách,6,905184,5431104
2023-07-05,SP00273,Mũ,10,1516121,15161210
2023-02-06,SP00086,Túi xách,5,1828065,9140325
2023-03-15,SP00404,Mũ,10,1857861,18578610
2023-08-08,SP00307,Túi xách,1,1047768,1047768
2023-05-20,SP00464,Áo,8,1636782,13094256
2023-05-12,SP00068,Phụ kiện,3,1011745,3035235
2023-05-18,SP00451,Giày,4,1468287,5873148
2023-07-26,SP00267,Đầm,4,1846079,7384316
2023-04-29,SP00149,Quần,3,1496940,4490820
2023-08-03,SP00350,Giày,9,1744667,15702003
2023-06-13,SP00201,Đầm,2,172190,344380
2023-09-25,SP00028,Quần,10,1083435,10834350
2023-04-03,SP00416,Đầm,5,1083852,5419260
2023-03-15,SP00217,Váy,3,440559,1321677
2023-11-29,SP00452,Giày,9,141722,1275498
2023-11-08,SP00355,Đầm,7,693228,4852596
2023-12-19,SP00176,Quần,1,1684944,1684944
2023-01-28,SP00018,Túi xách,5,1256026,6280130
2023-12-26,SP00336,Giày,10,291096,2910960
2023-02-15,SP00146,Phụ kiện,8,515740,4125920
2023-02-24,SP00185,Giày,4,1289526,5158104
2023-03-07,SP00185,Phụ kiện,6,325467,1952802
2023-03-24,SP00458,Váy,2,1608722,3217444
2023-03-11,SP00444,Giày,6,1675930,10055580
2023-03-23,SP00188,Phụ kiện,2,1802756,3605512
2023-02-13,SP00285,Giày,2,395937,791874
2023-09-23,SP00089,Mũ,10,1721643,17216430
2023-04-06,SP00373,Váy,3,1720161,5160483
2023-10-09,SP00320,Giày,2,1635476,3270952
2023-06-15,SP00204,Váy,8,469059,3752472
2023-11-27,SP00256,Quần,6,1315773,7894638
2023-10-17,SP00436,Áo,10,1196244,11962440
2023-10-22,SP00276,Giày,4,1271920,5087680
2023-04-02,SP00329,Váy,6,1409768,8458608
2023-09-18,SP00162,Phụ kiện,5,1195810,5979050
2023-12-08,SP00021,Phụ kiện,1,923067,923067
2023-08-21,SP00246,Quần,6,743810,4462860
2023-08-14,SP00482,Mũ,9,1441362,12972258
2023-12-07,SP00041,Giày,2,384120,768240
2023-10-28,SP00197,Áo,7,902682,6318774
2023-03-03,SP00425,Quần,5,1954191,9770955
2023-02-16,SP00107,Mũ,8,1810902,14487216
2023-01-03,SP00334,Phụ kiện,6,1481550,8889300
2023-03-18,SP00420,Quần,2,1328215,2656430
2023-11-30,SP00368,Đầm,1,653858,653858
2023-01-12,SP00479,Giày,4,1002908,4011632
2023-10-07,SP00290,Váy,2,1450146,2900292
2023-06-24,SP00135,Đầm,2,1806223,3612446
2023-10-12,SP00495,Phụ kiện,7,354449,2481143
2023-05-22,SP00466,Mũ,1,832751,832751
2023-08-09,SP00336,Giày,5,1711173,8555865
2023-04-10,SP00185,Phụ kiện,1,1234918,1234918
2023-12-14,SP00028,Quần,9,758623,6827607
2023-04-06,SP00229,Quần,4,593550,2374200
2023-09-02,SP00485,Quần,3,447717,1343151
2023-10-06,SP00173,Quần,3,329497,988491
2023-01-13,SP00013,Váy,6,1052210,6313260
2023-10-11,SP00071,Giày,1,499250,499250
2023-08-15,SP00192,Quần,2,1624107,3248214
2023-11-01,SP00257,Phụ kiện,10,1470751,14707510
2023-08-18,SP00486,Váy,2,1839191,3678382
2023-05-09,SP00156,Giày,7,1395284,9766988
2023-05-12,SP00441,Quần,5,1209689,6048445
2023-09-27,SP00142,Váy,3,643987,1931961
2023-03-26,SP00131,Giày,9,1374251,12368259
2023-12-14,SP00160,Mũ,4,1822644,7290576
2023-08-16,SP00177,Mũ,7,501177,3508239
2023-11-16,SP00124,Túi xách,8,160840,1286720
2023-08-04,SP00243,Túi xách,9,1535397,13818573
2023-06-21,SP00476,Mũ,5,666754,3333770
2023-07-25,SP00185,Túi xách,6,1858751,11152506
2023-11-26,SP00096,Mũ,2,909900,1819800
2023-10-06,SP00302,Mũ,4,637749,2550996
2023-06-09,SP00475,Áo,1,1906328,1906328
2023-11-05,SP00322,Váy,7,345092,2415644
2023-11-23,SP00331,Đầm,4,797835,3191340
2023-04-16,SP00295,Giày,9,653278,5879502
2023-01-04,SP00207,Phụ kiện,6,857245,5143470
2023-04-13,SP00394,Quần,4,420951,1683804
2023-12-27,SP00240,Giày,6,1489601,8937606
2023-09-30,SP00169,Áo,10,1761742,17617420
2023-09-15,SP00108,Phụ kiện,7,305388,2137716
2023-03-04,SP00365,Mũ,2,1550836,3101672
2023-12-28,SP00337,Phụ kiện,1,1986661,1986661
2023-08-16,SP00431,Váy,3,249190,747570
2023-03-01,SP00489,Quần,2,765153,1530306
2023-04-16,SP00145,Quần,6,1302693,7816158
2023-06-06,SP00109,Mũ,3,604741,1814223
2023-01-06,SP00318,Quần,10,1230374,12303740
2023-07-13,SP00070,Đầm,9,1474872,13273848
2023-07-06,SP00403,Mũ,3,1258676,3776028
2023-06-10,SP00396,Mũ,2,763360,1526720
2023-10-27,SP00222,Váy,5,1629338,8146690
2023-09-25,SP00328,Mũ,4,204538,818152
2023-01-23,SP00439,Mũ,7,1015103,7105721
2023-12-25,SP00379,Đầm,9,565830,5092470
2023-02-28,SP00431,Áo,7,812284,5685988
2023-03-03,SP00179,Phụ kiện,7,890334,6232338
2023-07-29,SP00250,Quần,1,1725570,1725570
2023-10-05,SP00011,Giày,1,1984067,1984067
2023-04-24,SP00368,Quần,3,539724,1619172
2023-08-07,SP00443,Giày,3,523710,1571130
2023-01-24,SP00460,Áo,1,247695,247695
2023-04-13,SP00370,Túi xách,5,1835312,9176560
2023-04-12,SP00002,Váy,4,784183,3136732
2023-05-18,SP00314,Túi xách,7,1221983,8553881
2023-06-09,SP00460,Váy,4,1535828,6143312
2023-08-21,SP00337,Váy,5,1471528,7357640
2023-10-08,SP00137,Quần,4,1964823,7859292
2023-03-31,SP00317,Phụ kiện,6,1913201,11479206
2023-10-18,SP00416,Quần,7,1410157,9871099
2023-05-23,SP00020,Túi xách,1,521938,521938
2023-11-10,SP00408,Áo,1,564364,564364
2023-07-15,SP00091,Mũ,8,1034693,8277544
2023-10-26,SP00076,Quần,3,1871018,5613054
2023-03-11,SP00044,Đầm,6,1184044,7104264
2023-11-13,SP00031,Váy,9,1267122,11404098
2023-06-27,SP00005,Quần,4,1232106,4928424
2023-11-24,SP00460,Áo,4,1413778,5655112
2023-06-18,SP00338,Váy,3,603817,1811451
2023-08-01,SP00359,Váy,10,381405,3814050
2023-12-24,SP00190,Váy,7,1377359,9641513
2023-06-05,SP00467,Đầm,7,1257993,8805951
2023-07-17,SP00462,Đầm,7,1537976,10765832
2023-03-06,SP00410,Đầm,8,193035,1544280
2023-04-06,SP00041,Giày,4,436585,1746340
2023-06-24,SP00408,Quần,8,916469,7331752
2023-05-25,SP00236,Phụ kiện,1,1491259,1491259
2023-03-09,SP00440,Áo,8,763959,6111672
2023-10-12,SP00256,Phụ kiện,4,1493456,5973824
2023-12-29,SP00060,Áo,5,1789043,8945215
2023-05-17,SP00209,Áo,1,1496729,1496729
2023-03-11,SP00253,Giày,8,865020,6920160
2023-02-17,SP00315,Váy,5,1219469,6097345
2023-05-04,SP00076,Mũ,4,655322,2621288
2023-10-29,SP00013,Mũ,10,655380,6553800
2023-12-04,SP00469,Giày,5,382481,1912405
2023-07-12,SP00396,Áo,2,1243657,2487314
2023-01-20,SP00203,Váy,2,624483,1248966
2023-04-15,SP00336,Váy,6,293832,1762992
2023-05-16,SP00144,Mũ,1,454229,454229
2023-01-10,SP00487,Túi xách,8,1143238,9145904
2023-03-15,SP00264,Quần,8,1646075,13168600
2023-05-23,SP00106,Áo,7,1693531,11854717
2023-09-02,SP00266,Giày,7,996008,6972056
2023-07-27,SP00208,Phụ kiện,9,430239,3872151
2023-07-10,SP00083,Váy,3,1986372,5959116
2023-05-16,SP00425,Váy,3,1409362,4228086
2023-01-05,SP00125,Phụ kiện,7,1618736,11331152
2023-12-10,SP00017,Váy,2,343499,686998
2023-06-11,SP00153,Phụ kiện,6,1695561,10173366
2023-05-05,SP00111,Mũ,7,285804,2000628
2023-03-12,SP00368,Túi xách,7,520047,3640329
2023-01-25,SP00484,Váy,8,349290,2794320
2023-08-18,SP00037,Quần,7,1731100,12117700
2023-03-22,SP00434,Túi xách,4,216465,865860
2023-04-20,SP00083,Váy,5,1951324,9756620
2023-07-06,SP00005,Giày,3,511791,1535373
2023-04-30,SP00122,Váy,2,544532,1089064
2023-08-31,SP00316,Quần,7,1091602,7641214
2023-10-11,SP00325,Quần,7,1450406,10152842
2023-08-17,SP00012,Giày,2,715359,1430718
2023-08-20,SP00374,Mũ,8,120208,961664
2023-09-20,SP00234,Phụ kiện,8,865943,6927544
2023-03-21,SP00278,Quần,6,502504,3015024
2023-02-14,SP00463,Túi xách,1,1214965,1214965
2023-02-20,SP00050,Túi xách,4,187353,749412
2023-10-22,SP00021,Đầm,3,832803,2498409
2023-04-08,SP00337,Đầm,2,527748,1055496
2023-10-13,SP00191,Túi xách,1,168612,168612
2023-12-31,SP00216,Giày,10,1889351,18893510
2023-04-27,SP00489,Áo,6,1373995,8243970
2023-11-03,SP00467,Túi xách,3,866201,2598603
2023-09-17,SP00101,Phụ kiện,7,403792,2826544
2023-02-19,SP00103,Đầm,4,905389,3621556
2023-10-01,SP00075,Phụ kiện,5,1598771,7993855
2023-02-23,SP00027,Áo,6,336309,2017854
2023-04-01,SP00071,Túi xách,1,1124151,1124151
2023-03-07,SP00195,Quần,1,1964771,1964771
2023-01-18,SP00147,Phụ kiện,10,1092706,10927060
2023-04-24,SP00271,Mũ,5,207489,1037445
2023-11-23,SP00071,Quần,7,1662115,11634805
2023-01-02,SP00328,Váy,6,1451130,8706780
2023-12-11,SP00277,Phụ kiện,1,1185854,1185854
2023-02-09,SP00063,Túi xách,10,783904,7839040
2023-05-18,SP00395,Giày,9,196385,1767465
2023-09-24,SP00219,Giày,6,1719530,10317180
2023-09-29,SP00294,Quần,10,1182366,11823660
2023-03-18,SP00125,Váy,5,1554169,7770845
2023-07-10,SP00239,Phụ kiện,10,221457,2214570
2023-09-18,SP00454,Váy,7,1815688,12709816
2023-09-25,SP00209,Áo,7,441838,3092866
2023-07-06,SP00190,Quần,9,565231,5087079
2023-05-02,SP00447,Quần,7,1801634,12611438
2023-02-07,SP00216,Phụ kiện,10,1921125,19211250
2023-03-22,SP00040,Túi xách,10,113231,1132310
2023-04-22,SP00489,Đầm,3,1759639,5278917
2023-04-11,SP00494,Đầm,4,1877478,7509912
2023-06-14,SP00212,Váy,8,1152683,9221464
2023-02-19,SP00224,Váy,7,1483012,10381084
2023-11-10,SP00480,Váy,8,127841,1022728
2023-08-06,SP00003,Quần,10,1110894,11108940
2023-07-13,SP00303,Túi xách,1,1648019,1648019
2023-06-27,SP00325,Giày,7,273798,1916586
2023-12-11,SP00026,Mũ,9,1069485,9625365
2023-05-23,SP00129,Đầm,6,1569781,9418686
2023-10-18,SP00468,Giày,4,1825332,7301328
2023-02-04,SP00481,Phụ kiện,4,1450966,5803864
2023-09-02,SP00240,Váy,7,103907,727349
2023-12-10,SP00192,Túi xách,9,1425081,12825729
2023-02-22,SP00492,Quần,4,192294,769176
2023-09-08,SP00498,Áo,9,1122860,10105740
2023-10-25,SP00026,Quần,4,1321170,5284680
2023-06-07,SP00334,Quần,2,1627433,3254866
2023-08-18,SP00179,Quần,7,308103,2156721
2023-01-14,SP00201,Áo,7,961497,6730479
2023-09-28,SP00275,Áo,9,1726147,15535323
2023-08-19,SP00427,Váy,4,458597,1834388
2023-05-09,SP00319,Đầm,5,1216660,6083300
2023-07-22,SP00083,Túi xách,4,1526485,6105940
2023-07-11,SP00396,Quần,2,1599016,3198032
2023-04-25,SP00231,Đầm,1,702134,702134
2023-09-01,SP00450,Mũ,9,1509995,13589955
2023-07-16,SP00157,Giày,10,1502969,15029690
2023-01-15,SP00055,Áo,3,1749705,5249115
2023-06-29,SP00013,Mũ,2,1295342,2590684
2023-09-13,SP00485,Quần,8,323883,2591064
2023-04-16,SP00135,Giày,6,1248590,7491540
2023-04-13,SP00049,Phụ kiện,4,1012116,4048464
2023-11-30,SP00369,Đầm,9,415948,3743532
2023-08-15,SP00010,Đầm,9,1118573,10067157
2023-10-12,SP00253,Quần,10,645251,6452510
2023-12-08,SP00009,Phụ kiện,1,582462,582462
2023-04-04,SP00416,Đầm,9,1217364,10956276
2023-10-02,SP00254,Đầm,8,1086418,8691344
2023-02-27,SP00259,Túi xách,4,1515331,6061324
2023-05-21,SP00238,Giày,8,585295,4682360
2023-08-19,SP00305,Phụ kiện,8,1876665,15013320
2023-07-05,SP00321,Giày,5,1792609,8963045
2023-06-06,SP00478,Áo,6,157408,944448
2023-06-28,SP00341,Áo,5,1659070,8295350
2023-02-05,SP00296,Phụ kiện,4,264881,1059524
2023-08-29,SP00146,Túi xách,5,1530224,7651120
2023-06-03,SP00424,Túi xách,7,1569752,10988264
2023-04-27,SP00280,Quần,7,1705588,11939116
2023-07-06,SP00091,Váy,10,1910628,19106280
2023-03-29,SP00266,Váy,8,387981,3103848
2023-08-02,SP00231,Giày,1,790869,790869
2023-06-11,SP00435,Mũ,1,1516928,1516928
2023-07-01,SP00496,Mũ,3,1287802,3863406
2023-07-11,SP00117,Váy,3,1457609,4372827
2023-04-30,SP00207,Túi xách,7,1092698,7648886
2023-01-14,SP00073,Đầm,9,361873,3256857
2023-06-12,SP00492,Đầm,9,452910,4076190
2023-07-23,SP00150,Phụ kiện,3,338198,1014594
2023-01-17,SP00429,Phụ kiện,7,1668118,11676826
2023-12-05,SP00345,Mũ,8,1040808,8326464
2023-11-02,SP00315,Giày,7,1697064,11879448
2023-12-05,SP00412,Mũ,9,316058,2844522
2023-12-03,SP00187,Túi xách,8,1387400,11099200
2023-08-26,SP00124,Váy,7,1335585,9349095
2023-04-25,SP00149,Túi xách,9,452752,4074768
2023-01-13,SP00083,Túi xách,7,1371255,9598785
2023-04-07,SP00205,Váy,6,476385,2858310
2023-04-05,SP00491,Đầm,6,218317,1309902
2023-01-08,SP00147,Túi xách,4,256084,1024336
2023-08-27,SP00167,Túi xách,9,1199597,10796373
2023-05-27,SP00419,Quần,8,904946,7239568
2023-09-08,SP00175,Mũ,1,680555,680555
2023-06-29,SP00236,Giày,5,1046983,5234915
2023-11-06,SP00125,Mũ,10,1121003,11210030
2023-05-03,SP00168,Túi xách,2,482491,964982
2023-10-16,SP00240,Váy,3,329604,988812
2023-10-31,SP00481,Áo,3,309731,929193
2023-02-01,SP00124,Đầm,3,1444523,4333569
2023-06-08,SP00023,Đầm,4,1508469,6033876
2023-03-16,SP00265,Phụ kiện,9,343561,3092049
2023-05-28,SP00044,Túi xách,5,110889,554445
2023-09-06,SP00413,Đầm,5,770529,3852645
2023-08-23,SP00073,Mũ,7,337127,2359889
2023-10-07,SP00205,Giày,4,900846,3603384
2023-06-12,SP00138,Túi xách,6,1536571,9219426
2023-09-23,SP00371,Quần,2,171746,343492
2023-05-25,SP00332,Túi xách,9,1193157,10738413
2023-10-10,SP00451,Giày,8,1804700,14437600
2023-12-27,SP00221,Đầm,2,1233270,2466540
2023-05-27,SP00026,Váy,6,336905,2021430
2023-01-08,SP00130,Túi xách,8,1572770,12582160
2023-02-04,SP00481,Đầm,5,395085,1975425
2023-08-05,SP00452,Giày,1,208672,208672
2023-06-15,SP00219,Quần,4,1594355,6377420
2023-04-04,SP00289,Áo,5,1933768,9668840
2023-12-19,SP00112,Phụ kiện,10,530107,5301070
2023-10-05,SP00115,Túi xách,3,625651,1876953
2023-05-07,SP00171,Phụ kiện,8,1421713,11373704
2023-10-09,SP00329,Đầm,8,1502584,12020672
2023-12-22,SP00480,Quần,3,564000,1692000
2023-02-04,SP00218,Áo,9,369432,3324888
2023-10-10,SP00077,Phụ kiện,4,153001,612004
2023-04-08,SP00377,Đầm,7,1737401,12161807
2023-12-03,SP00440,Phụ kiện,6,1240685,7444110
2023-02-12,SP00068,Váy,6,1163847,6983082
2023-07-21,SP00392,Giày,1,293253,293253
2023-05-23,SP00479,Đầm,7,1592289,11146023
2023-08-16,SP00213,Mũ,1,382565,382565
2023-01-13,SP00484,Túi xách,1,1380338,1380338
2023-05-21,SP00310,Đầm,6,1668249,10009494
2023-03-24,SP00113,Đầm,1,463741,463741
2023-09-23,SP00309,Mũ,5,444639,2223195
2023-05-13,SP00203,Giày,3,1763419,5290257
2023-05-04,SP00167,Mũ,1,321832,321832
2023-12-15,SP00308,Váy,8,532939,4263512
2023-01-01,SP00269,Quần,2,419858,839716
2023-05-08,SP00117,Đầm,1,400239,400239
2023-04-04,SP00392,Túi xách,8,1756697,14053576
2023-01-02,SP00275,Phụ kiện,10,717527,7175270
2023-03-30,SP00112,Phụ kiện,2,707915,1415830
2023-07-05,SP00265,Phụ kiện,7,1626396,11384772
2023-11-10,SP00111,Áo,3,1485654,4456962
2023-02-12,SP00347,Giày,4,1000172,4000688
2023-04-30,SP00353,Đầm,5,765893,3829465
2023-07-11,SP00087,Mũ,10,1279451,12794510
2023-06-19,SP00093,Váy,2,1025274,2050548
2023-03-18,SP00195,Giày,6,1592192,9553152
2023-07-09,SP00178,Túi xách,1,1415149,1415149
2023-08-30,SP00206,Mũ,5,381690,1908450
2023-02-07,SP00011,Túi xách,8,1876662,15013296
2023-04-08,SP00039,Giày,1,457585,457585
2023-11-07,SP00155,Đầm,3,581645,1744935
2023-07-08,SP00141,Mũ,2,1356754,2713508
2023-03-28,SP00283,Váy,5,610185,3050925
2023-05-11,SP00330,Mũ,2,1919763,3839526
2023-06-19,SP00296,Mũ,2,569552,1139104
2023-10-08,SP00364,Phụ kiện,7,1233260,8632820
2023-01-07,SP00380,Phụ kiện,6,1490637,8943822
2023-06-06,SP00246,Váy,8,678160,5425280
2023-08-03,SP00408,Phụ kiện,10,1172741,11727410
2024-01-01,SP00278,Túi xách,10,906767,9067670
2023-11-07,SP00232,Đầm,10,1736962,17369620
2023-03-26,SP00043,Váy,7,356358,2494506
2023-04-13,SP00391,Giày,1,1363135,1363135
2024-01-01,SP00311,Váy,9,112515,1012635
2023-09-30,SP00381,Giày,4,1885483,7541932
2023-07-27,SP00435,Quần,3,310012,930036
2023-10-03,SP00319,Phụ kiện,3,1817946,5453838
2023-05-29,SP00146,Giày,8,194876,1559008
2023-01-14,SP00363,Túi xách,9,508469,4576221
2023-04-19,SP00400,Mũ,2,1269557,2539114
2023-03-20,SP00309,Túi xách,4,1466513,5866052
2023-03-24,SP00242,Váy,5,478139,2390695
2023-01-19,SP00300,Đầm,10,1201209,12012090
2023-07-28,SP00192,Phụ kiện,1,1909112,1909112
2023-01-20,SP00235,Đầm,4,1882629,7530516
2023-04-22,SP00087,Áo,4,273813,1095252
2023-07-11,SP00429,Phụ kiện,3,1648147,4944441
2023-10-03,SP00185,Giày,9,501513,4513617
2023-05-18,SP00409,Quần,7,1400446,9803122
2023-12-20,SP00485,Áo,9,1644483,14800347
2023-02-21,SP00016,Quần,3,1923106,5769318
2023-10-12,SP00046,Đầm,3,738750,2216250
2023-06-21,SP00196,Đầm,7,1914002,13398014
2023-08-10,SP00331,Túi xách,3,1902179,5706537
2023-04-26,SP00189,Mũ,8,1899569,15196552
2023-08-13,SP00499,Phụ kiện,8,1030474,8243792
2023-01-03,SP00222,Phụ kiện,4,335370,1341480
2023-08-31,SP00007,Quần,6,1075376,6452256
2023-09-04,SP00361,Phụ kiện,9,1792148,16129332
2023-11-05,SP00284,Quần,8,739784,5918272
2023-05-05,SP00340,Váy,3,342414,1027242
2023-08-18,SP00175,Mũ,1,695295,695295
2023-06-19,SP00241,Quần,2,1043491,2086982
2023-11-23,SP00206,Quần,1,1717467,1717467
2023-01-02,SP00080,Mũ,4,262857,1051428
2023-08-07,SP00463,Áo,1,895648,895648
2023-12-26,SP00313,Giày,5,781131,3905655
2023-09-17,SP00313,Đầm,5,1731401,8657005
2023-07-27,SP00095,Quần,9,1699545,15295905
2023-06-10,SP00011,Túi xách,5,1822378,9111890
2023-05-26,SP00099,Mũ,10,146447,1464470
2023-11-01,SP00251,Đầm,5,447553,2237765
2023-12-10,SP00228,Váy,9,947838,8530542
2023-04-18,SP00077,Túi xách,2,1545723,3091446
2023-01-05,SP00492,Mũ,8,1776293,14210344
2023-01-12,SP00304,Mũ,10,784941,7849410
2023-08-21,SP00444,Túi xách,7,1114709,7802963
2023-09-12,SP00072,Quần,6,1495831,8974986
2023-11-23,SP00250,Giày,6,1431497,8588982
2023-08-18,SP00118,Đầm,2,1496681,2993362
2023-08-19,SP00063,Quần,9,246978,2222802
2023-05-20,SP00389,Váy,4,873284,3493136
2023-03-10,SP00118,Váy,6,601687,3610122
2023-02-02,SP00122,Váy,9,1996503,17968527
2023-06-01,SP00267,Túi xách,6,1470432,8822592
2023-05-07,SP00159,Mũ,5,706441,3532205
2023-12-05,SP00031,Túi xách,4,1375815,5503260
2023-06-17,SP00422,Mũ,3,792582,2377746
2023-11-10,SP00024,Mũ,6,855958,5135748
2023-04-11,SP00410,Áo,3,1212008,3636024
2023-01-17,SP00389,Giày,4,1407042,5628168
2023-02-01,SP00012,Quần,6,430819,2584914
2023-05-06,SP00197,Quần,1,1789562,1789562
2023-04-22,SP00189,Phụ kiện,5,612013,3060065
2023-05-11,SP00025,Đầm,8,1788497,14307976
2023-10-25,SP00042,Túi xách,1,1893397,1893397
2023-08-07,SP00306,Mũ,5,867536,4337680
2023-04-05,SP00482,Áo,10,304466,3044660
2023-07-19,SP00044,Túi xách,4,1769663,7078652
2023-03-06,SP00357,Túi xách,9,1846770,16620930
2023-10-07,SP00346,Mũ,3,1900887,5702661
2023-08-30,SP00143,Váy,6,1843155,11058930
2023-08-18,SP00391,Phụ kiện,8,922217,7377736
2023-11-30,SP00104,Giày,8,1466700,11733600
2023-06-20,SP00024,Quần,6,1645574,9873444
2023-01-28,SP00386,Mũ,6,1363067,8178402
2023-08-30,SP00075,Phụ kiện,5,931875,4659375
2023-03-08,SP00296,Giày,4,1687569,6750276
2023-02-24,SP00195,Đầm,5,1136680,5683400
2023-10-30,SP00116,Mũ,8,1007120,8056960
2023-04-28,SP00445,Váy,4,233505,934020
2023-05-10,SP00330,Đầm,5,722641,3613205
2023-10-07,SP00095,Mũ,9,210096,1890864
2023-12-28,SP00054,Túi xách,5,1099679,5498395
2023-01-10,SP00069,Quần,1,244652,244652
2023-05-02,SP00081,Mũ,1,1376239,1376239
2023-01-01,SP00037,Mũ,3,353174,1059522
2023-09-25,SP00189,Giày,6,346271,2077626
2023-07-30,SP00109,Quần,8,1628557,13028456
2023-05-17,SP00029,Váy,4,661423,2645692
